Y,Z,um,vm,wm,uu,vv,ww,uv,uw,vw
-6.1232e-17,0.65317,0.53917,-0.0024835,-0.00023249,0.0027703,0.00087266,0.0012872,0.00074714,5.9532e-06,-1.7505e-06
-6.1232e-17,0.67156,0.53407,-0.0024777,-0.000266,0.0028991,0.00088568,0.0013226,0.0007661,8.202e-06,-2.9917e-06
-6.1232e-17,0.68954,0.52888,-0.0024452,-0.00029136,0.0030415,0.00089561,0.0013557,0.00078421,8.8734e-06,-5.0577e-06
-6.1232e-17,0.70711,0.5236,-0.0023839,-0.00029961,0.0031987,0.00090187,0.001385,0.00080108,7.5542e-06,-7.2649e-06
-6.1232e-17,0.72425,0.51818,-0.0022933,-0.00028868,0.0033725,0.00090377,0.0014096,0.00081662,5.5037e-06,-9.0181e-06
-6.1232e-17,0.74095,0.51262,-0.0021761,-0.00026672,0.0035651,0.00090064,0.0014297,0.00083073,4.5708e-06,-9.9479e-06
-6.1232e-17,0.75721,0.50686,-0.0020388,-0.00023716,0.0037784,0.0008921,0.0014458,0.00084329,5.3682e-06,-9.8831e-06
-6.1232e-17,0.77301,0.50086,-0.0018899,-0.00020063,0.0040163,0.00087781,0.0014581,0.0008546,7.8146e-06,-8.8837e-06
-6.1232e-17,0.78835,0.49454,-0.0017364,-0.00015644,0.0042826,0.00085733,0.001467,0.00086489,1.208e-05,-6.9627e-06
-6.1232e-17,0.80321,0.48782,-0.0015809,-0.00010025,0.0045806,0.00083032,0.0014732,0.0008739,1.8043e-05,-4.2349e-06
-6.1232e-17,0.81758,0.48061,-0.0014244,-2.5678e-05,0.0049115,0.00079648,0.0014766,0.00088086,2.5804e-05,-1.2218e-06
-6.1232e-17,0.83147,0.47282,-0.0012683,6.9083e-05,0.0052748,0.0007556,0.0014762,0.00088451,3.5151e-05,1.4969e-06
-6.1232e-17,0.84485,0.4643,-0.0011153,0.00018206,0.0056686,0.00070787,0.0014706,0.00088341,4.4704e-05,3.4877e-06
-6.1232e-17,0.85773,0.45489,-0.00096966,0.000306,0.0060873,0.00065392,0.0014581,0.00087656,5.3403e-05,4.4657e-06
-6.1232e-17,0.87009,0.44441,-0.00083462,0.00042775,0.0065208,0.00059462,0.0014377,0.0008635,6.1414e-05,4.2439e-06
-6.1232e-17,0.88192,0.43263,-0.00071165,0.00053305,0.0069555,0.00053115,0.0014087,0.00084361,6.8848e-05,2.9785e-06
-6.1232e-17,0.89322,0.41929,-0.00060152,0.00061432,0.0073743,0.00046513,0.0013702,0.00081579,7.495e-05,1.237e-06
-6.1232e-17,0.90399,0.4041,-0.00050467,0.00066801,0.0077534,0.00039835,0.0013209,0.00077888,7.8954e-05,-4.8473e-07
-6.1232e-17,0.91421,0.38677,-0.00042072,0.00069388,0.0080589,0.00033272,0.0012599,0.00073174,8.0435e-05,-1.8453e-06
-6.1232e-17,0.92388,0.36698,-0.00034874,0.0006964,0.0082462,0.00027013,0.0011865,0.00067329,7.9136e-05,-2.5988e-06
-6.1232e-17,0.93299,0.34448,-0.00028714,0.00068279,0.0082606,0.00021235,0.0011009,0.00060302,7.5115e-05,-2.7387e-06
-6.1232e-17,0.94154,0.31912,-0.00023397,0.0006586,0.0080449,0.00016088,0.0010043,0.00052161,6.8676e-05,-2.4669e-06
-6.1232e-17,0.94953,0.29096,-0.00018755,0.00062697,0.007553,0.00011681,0.00089888,0.00043154,6.0395e-05,-2.0057e-06
-6.1232e-17,0.95694,0.26031,-0.00014686,0.00058923,0.0067697,8.0712e-05,0.00078731,0.00033752,5.1036e-05,-1.5171e-06
-6.1232e-17,0.96378,0.22783,-0.00011151,0.00054575,0.0057318,5.2567e-05,0.00067227,0.00024625,4.1326e-05,-1.0862e-06
-6.1232e-17,0.97003,0.19445,-8.1536e-05,0.00049632,0.0045365,3.1866e-05,0.00055623,0.00016516,3.185e-05,-7.4128e-07
-6.1232e-17,0.9757,0.16134,-5.6994e-05,0.00044079,0.0033249,1.768e-05,0.00044176,0.00010027,2.3155e-05,-4.8205e-07
-6.1232e-17,0.98079,0.12966,-3.7735e-05,0.0003795,0.0022389,8.7785e-06,0.00033223,5.4225e-05,1.5706e-05,-2.975e-07
-6.1232e-17,0.98528,0.10041,-2.3353e-05,0.00031385,0.0013746,3.7833e-06,0.00023232,2.5657e-05,9.7998e-06,-1.7081e-07
-6.1232e-17,0.98918,0.074322,-1.3245e-05,0.00024644,0.00076096,1.3557e-06,0.00014743,1.0378e-05,5.5136e-06,-8.7466e-08
-6.1232e-17,0.99248,0.051868,-6.6737e-06,0.00018086,0.00037176,3.7869e-07,8.2063e-05,3.462e-06,2.7208e-06,-3.7333e-08
-6.1232e-17,0.99518,0.033307,-2.8374e-06,0.00012097,0.00015337,7.425e-08,3.7973e-05,8.9201e-07,1.1258e-06,-1.2065e-08
-6.1232e-17,0.99729,0.018779,-9.2481e-07,7.0371e-05,4.8778e-05,8.4242e-09,1.3253e-05,1.5543e-07,3.574e-07,-2.5314e-09
-6.1232e-17,0.9988,0.0083595,-1.867e-07,3.2022e-05,9.6757e-06,3.6024e-10,2.8137e-06,1.3396e-08,7.0653e-08,-2.4955e-10
-6.1232e-17,0.9997,0.0020918,-1.1821e-08,8.118e-06,6.0656e-07,1.6615e-12,1.8387e-07,2.0684e-10,4.4162e-09,-4.2121e-12
-6.1232e-17,1,0,-2.7613e-17,-1.6698e-11,1.9713e-13,2.4862e-31,1.29e-13,4.8094e-24,5.8708e-16,-2.7355e-25
0.024541,-6.1232e-17,0.63194,4.9441e-05,2.076e-05,0.00073678,0.00048198,0.00047781,-3.0098e-06,1.8614e-05,1.2326e-06
0.024541,0.024541,0.63183,5.4536e-05,3.4356e-05,0.00073889,0.00048189,0.00047793,2.0047e-05,1.7864e-05,7.3083e-07
0.024541,0.049068,0.63146,5.8658e-05,4.547e-05,0.0007475,0.00048311,0.00047992,4.3248e-05,1.7076e-05,4.321e-07
0.024541,0.073565,0.6308,6.0858e-05,5.0606e-05,0.00076284,0.0004855,0.00048433,6.6698e-05,1.6365e-05,1.8769e-07
0.024541,0.098017,0.62987,5.7604e-05,4.8316e-05,0.00078461,0.00048895,0.00049171,9.0594e-05,1.5751e-05,-1.3125e-07
0.024541,0.12241,0.62867,4.4328e-05,4.0338e-05,0.00081261,0.00049346,0.00050193,0.00011492,1.5105e-05,-5.1809e-07
0.024541,0.14673,0.62719,1.845e-05,3.2774e-05,0.00084666,0.00049905,0.00051426,0.00013952,1.4108e-05,-9.8533e-07
0.024541,0.17096,0.62545,-1.9804e-05,2.753e-05,0.00088625,0.0005058,0.00052865,0.00016436,1.2965e-05,-1.484e-06
0.024541,0.19509,0.62347,-6.9451e-05,2.5845e-05,0.00093167,0.00051373,0.00054538,0.00018961,1.2009e-05,-1.872e-06
0.024541,0.2191,0.62125,-0.00012948,3.0855e-05,0.00098345,0.00052283,0.00056474,0.00021534,1.1026e-05,-2.034e-06
0.024541,0.24298,0.61879,-0.00020066,4.1924e-05,0.0010415,0.00053306,0.00058649,0.0002415,9.6203e-06,-2.0762e-06
0.024541,0.26671,0.61611,-0.00028502,5.2431e-05,0.001105,0.00054444,0.0006101,0.00026802,7.8099e-06,-2.1916e-06
0.024541,0.29028,0.61318,-0.00038498,5.7509e-05,0.0011729,0.000557,0.00063547,0.000295,6.0368e-06,-2.4339e-06
0.024541,0.31368,0.61003,-0.00050168,5.3448e-05,0.0012444,0.00057075,0.0006629,0.00032251,4.7169e-06,-2.6893e-06
0.024541,0.33689,0.60665,-0.00063398,3.878e-05,0.0013198,0.00058569,0.00069327,0.00035072,4.0553e-06,-2.6851e-06
0.024541,0.3599,0.60305,-0.00077983,1.823e-05,0.0013991,0.00060178,0.00072711,0.00037978,4.1261e-06,-2.3978e-06
0.024541,0.38268,0.59926,-0.0009373,-6.7853e-07,0.0014818,0.00061891,0.00076382,0.00040948,4.4647e-06,-2.0922e-06
0.024541,0.40524,0.59528,-0.0011036,-1.2638e-05,0.0015666,0.00063699,0.00080242,0.00043922,4.3829e-06,-2.0119e-06
0.024541,0.42756,0.59112,-0.0012757,-1.7024e-05,0.001654,0.00065591,0.00084165,0.00046865,3.4728e-06,-2.2622e-06
0.024541,0.44961,0.58682,-0.0014514,-2.049e-05,0.0017438,0.00067555,0.0008811,0.00049783,2.4288e-06,-2.8413e-06
0.024541,0.4714,0.58239,-0.0016245,-2.557e-05,0.0018358,0.00069589,0.00092096,0.00052675,2.1619e-06,-3.5778e-06
0.024541,0.4929,0.57785,-0.0017871,-3.348e-05,0.0019298,0.0007168,0.0009615,0.00055514,2.3933e-06,-4.3235e-06
0.024541,0.5141,0.57322,-0.0019352,-4.0079e-05,0.0020255,0.00073797,0.0010029,0.00058284,2.7244e-06,-5.0205e-06
0.024541,0.535,0.5685,-0.0020688,-4.2822e-05,0.0021231,0.0007591,0.001045,0.00060974,3.0373e-06,-5.435e-06
0.024541,0.55557,0.56371,-0.0021867,-4.4161e-05,0.0022224,0.00077991,0.0010879,0.00063567,3.2199e-06,-5.3908e-06
0.024541,0.57581,0.55887,-0.0022867,-5.144e-05,0.0023237,0.00080035,0.0011306,0.00066038,3.5311e-06,-5.116e-06
0.024541,0.5957,0.55397,-0.0023674,-7.1317e-05,0.0024277,0.00082041,0.0011714,0.0006836,4.5338e-06,-4.7091e-06
0.024541,0.61523,0.54904,-0.0024273,-0.00010773,0.0025352,0.00083973,0.0012101,0.00070526,6.4261e-06,-4.2378e-06
0.024541,0.63439,0.54407,-0.0024659,-0.00016052,0.0026471,0.00085767,0.0012483,0.00072573,8.6896e-06,-3.9402e-06
0.024541,0.65317,0.53903,-0.0024831,-0.00022383,0.0027663,0.00087365,0.0012865,0.00074543,1.0713e-05,-4.3277e-06
0.024541,0.67156,0.53392,-0.0024783,-0.00028992,0.0028964,0.00088709,0.0013237,0.00076444,1.2371e-05,-5.7348e-06
0.024541,0.68954,0.52873,-0.0024492,-0.00035301,0.0030398,0.00089731,0.0013582,0.00078258,1.2954e-05,-7.7702e-06
0.024541,0.70711,0.52343,-0.0023927,-0.00040426,0.0031972,0.00090363,0.0013879,0.0007993,1.2091e-05,-9.6211e-06
0.024541,0.72425,0.51799,-0.0023074,-0.00043772,0.0033698,0.00090534,0.0014125,0.00081439,1.0654e-05,-1.094e-05
0.024541,0.74095,0.51241,-0.0021964,-0.00045492,0.0035602,0.00090188,0.0014324,0.00082789,1.0312e-05,-1.1617e-05
0.024541,0.75721,0.50664,-0.0020671,-0.00045321,0.0037711,0.00089289,0.0014479,0.00083989,1.1263e-05,-1.1484e-05
0.024541,0.77301,0.50062,-0.001928,-0.00043284,0.0040056,0.00087803,0.0014593,0.00085056,1.313e-05,-1.0458e-05
0.024541,0.78835,0.49429,-0.0017851,-0.00039855,0.0042675,0.00085701,0.0014672,0.00085983,1.6512e-05,-8.6467e-06
0.024541,0.80321,0.48756,-0.0016425,-0.00035014,0.0045605,0.00082944,0.0014726,0.00086738,2.2016e-05,-6.1444e-06
0.024541,0.81758,0.48036,-0.0015017,-0.00028294,0.0048855,0.00079513,0.0014759,0.0008728,2.9721e-05,-3.3611e-06
0.024541,0.83147,0.47255,-0.0013629,-0.00019467,0.0052441,0.00075414,0.0014761,0.00087558,3.9587e-05,-9.1521e-07
0.024541,0.84485,0.46401,-0.0012257,-8.4663e-05,0.0056367,0.00070675,0.0014714,0.00087501,5.0591e-05,8.451e-07
0.024541,0.85773,0.45456,-0.0010905,4.0721e-05,0.006057,0.00065341,0.00146,0.0008698,6.1323e-05,1.7054e-06
0.024541,0.87009,0.44402,-0.00095873,0.00016784,0.0064928,0.00059477,0.0014411,0.00085861,7.1299e-05,1.4574e-06
0.024541,0.88192,0.43217,-0.00083314,0.00028207,0.0069284,0.00053182,0.0014134,0.0008404,8.0355e-05,9.7469e-08
0.024541,0.89322,0.41876,-0.0007159,0.00037538,0.0073461,0.00046598,0.0013752,0.00081403,8.759e-05,-2.0465e-06
0.024541,0.90399,0.40351,-0.00060849,0.00044425,0.0077223,0.00039904,0.0013255,0.00077819,9.1863e-05,-4.3976e-06
0.024541,0.91421,0.38612,-0.00051246,0.00048794,0.0080231,0.00033301,0.0012631,0.0007317,9.2626e-05,-6.333e-06
0.024541,0.92388,0.36629,-0.00042833,0.00050811,0.0082042,0.00027,0.001188,0.00067353,8.9774e-05,-7.3981e-06
0.024541,0.93299,0.34377,-0.00035501,0.00050915,0.0082131,0.00021199,0.0011008,0.00060322,8.3341e-05,-7.4798e-06
0.024541,0.94154,0.31841,-0.00029067,0.00049565,0.007994,0.0001605,0.0010032,0.00052153,7.348e-05,-6.7648e-06
0.024541,0.94953,0.29026,-0.00023364,0.00047192,0.0075018,0.00011655,0.00089733,0.00043114,6.1096e-05,-5.5763e-06
0.024541,0.95694,0.25965,-0.00018302,0.00044143,0.0067218,8.0599e-05,0.00078578,0.00033691,4.7837e-05,-4.2421e-06
0.024541,0.96378,0.22721,-0.00013874,0.00040676,0.0056904,5.2571e-05,0.00067099,0.00024562,3.5409e-05,-3.0048e-06
0.024541,0.97003,0.1939,-0.00010111,0.00036881,0.0045037,3.193e-05,0.00055518,0.00016468,2.4887e-05,-1.9857e-06
0.024541,0.9757,0.16087,-7.0317e-05,0.00032736,0.0033012,1.7751e-05,0.00044083,9.9999e-05,1.663e-05,-1.2163e-06
0.024541,0.98079,0.12927,-4.6241e-05,0.000282,0.0022232,8.8292e-06,0.00033136,5.4123e-05,1.0514e-05,-6.8022e-07
0.024541,0.98528,0.1001,-2.8369e-05,0.00023332,0.0013652,3.8099e-06,0.00023154,2.5646e-05,6.2097e-06,-3.3997e-07
0.024541,0.98918,0.074096,-1.592e-05,0.00018316,0.00075592,1.3662e-06,0.00014681,1.0395e-05,3.3499e-06,-1.4773e-07
0.024541,0.99248,0.05171,-7.927e-06,0.0001343,0.00036935,3.8174e-07,8.1652e-05,3.4758e-06,1.5991e-06,-5.3451e-08
0.024541,0.99518,0.033206,-3.3305e-06,8.9721e-05,0.0001524,7.4844e-08,3.7758e-05,8.9771e-07,6.4374e-07,-1.4905e-08
0.024541,0.99729,0.018722,-1.0743e-06,5.2128e-05,4.8472e-05,8.4901e-09,1.3172e-05,1.5676e-07,1.9975e-07,-2.7768e-09
0.024541,0.9988,0.0083342,-2.1511e-07,2.3696e-05,9.6155e-06,3.6298e-10,2.7955e-06,1.3532e-08,3.879e-08,-2.5137e-10
0.024541,0.9997,0.0020855,-1.3553e-08,6.0028e-06,6.0281e-07,1.6725e-12,1.8265e-07,2.0915e-10,2.3971e-09,-4.0275e-12
0.024541,1,0,-2.7607e-17,-1.0122e-11,1.9558e-13,2.4902e-31,1.2922e-13,4.7894e-24,6.5381e-16,-2.3602e-25
0.049068,-6.1232e-17,0.63153,1.0746e-05,1.1889e-05,0.00074634,0.00048502,0.00047952,-2.6604e-06,4.1109e-05,7.1095e-07
0.049068,0.024541,0.63142,2.2414e-05,2.7114e-05,0.00074818,0.00048494,0.0004793,2.0392e-05,4.0298e-05,-4.0137e-07
0.049068,0.049068,0.63105,3.1479e-05,4.0085e-05,0.00075639,0.00048626,0.00048106,4.3663e-05,3.9359e-05,-1.3009e-06
0.049068,0.073565,0.6304,3.6242e-05,4.946e-05,0.00077113,0.00048887,0.00048541,6.719e-05,3.8282e-05,-2.0902e-06
0.049068,0.098017,0.62949,3.3766e-05,5.5316e-05,0.00079205,0.0004926,0.00049274,9.1105e-05,3.7206e-05,-2.8965e-06
0.049068,0.12241,0.62829,2.1309e-05,5.8949e-05,0.000819,0.00049734,0.00050286,0.00011538,3.6207e-05,-3.6564e-06
0.049068,0.14673,0.62683,-2.1493e-06,6.3583e-05,0.00085193,0.00050305,0.00051509,0.00013989,3.5033e-05,-4.3886e-06
0.049068,0.17096,0.6251,-3.5796e-05,6.9496e-05,0.00089071,0.00050973,0.00052926,0.00016464,3.361e-05,-5.1572e-06
0.049068,0.19509,0.62313,-7.8724e-05,7.8282e-05,0.00093571,0.00051736,0.00054558,0.00018976,3.2104e-05,-5.8135e-06
0.049068,0.2191,0.62094,-0.00013163,9.4375e-05,0.000987,0.000526,0.00056446,0.00021531,3.0446e-05,-6.2615e-06
0.049068,0.24298,0.61851,-0.00019565,0.00011784,0.0010441,0.00053577,0.00058589,0.00024114,2.8355e-05,-6.6237e-06
0.049068,0.26671,0.61585,-0.00027219,0.00014335,0.0011065,0.00054678,0.00060936,0.00026722,2.5719e-05,-7.0508e-06
0.049068,0.29028,0.61296,-0.00036422,0.00016657,0.0011732,0.00055907,0.00063462,0.00029378,2.2893e-05,-7.5573e-06
0.049068,0.31368,0.60983,-0.00047387,0.00018128,0.0012436,0.0005726,0.0006618,0.00032099,2.0232e-05,-8.0858e-06
0.049068,0.33689,0.60647,-0.0006001,0.00018355,0.0013176,0.0005873,0.00069177,0.00034902,1.7931e-05,-8.4777e-06
0.049068,0.3599,0.6029,-0.00074096,0.00017898,0.0013954,0.00060303,0.00072526,0.0003779,1.6223e-05,-8.5966e-06
0.049068,0.38268,0.59912,-0.00089615,0.00017488,0.0014764,0.00061968,0.00076179,0.00040741,1.5066e-05,-8.5054e-06
0.049068,0.40524,0.59515,-0.0010626,0.0001734,0.0015601,0.00063725,0.00080035,0.00043701,1.4095e-05,-8.366e-06
0.049068,0.42756,0.591,-0.0012352,0.00017616,0.0016466,0.00065575,0.00083964,0.00046623,1.2514e-05,-8.3547e-06
0.049068,0.44961,0.58671,-0.0014101,0.00017616,0.0017353,0.00067515,0.00087919,0.00049492,1.0486e-05,-8.585e-06
0.049068,0.4714,0.58228,-0.0015825,0.00016621,0.0018263,0.00069537,0.00091899,0.00052332,9.054e-06,-8.8617e-06
0.049068,0.4929,0.57774,-0.0017458,0.00014641,0.0019193,0.00071629,0.00095946,0.0005515,8.3822e-06,-9.0081e-06
0.049068,0.5141,0.57311,-0.0018966,0.00012623,0.0020145,0.00073765,0.0010007,0.00057918,8.0542e-06,-8.9995e-06
0.049068,0.535,0.56839,-0.0020339,0.00010909,0.0021122,0.00075906,0.0010424,0.00060615,7.9387e-06,-8.8912e-06
0.049068,0.55557,0.56361,-0.0021569,9.0926e-05,0.0022117,0.00078026,0.0010847,0.00063216,7.8978e-06,-8.5517e-06
0.049068,0.57581,0.55876,-0.0022641,6.35e-05,0.0023129,0.00080109,0.0011272,0.00065705,8.3462e-06,-8.072e-06
0.049068,0.5957,0.55386,-0.0023516,1.9156e-05,0.0024171,0.00082136,0.0011677,0.00068068,9.6936e-06,-7.5974e-06
0.049068,0.61523,0.54892,-0.0024161,-4.4065e-05,0.0025253,0.00084078,0.0012062,0.00070306,1.1722e-05,-7.1423e-06
0.049068,0.63439,0.54392,-0.0024578,-0.00012362,0.0026386,0.00085901,0.0012449,0.00072429,1.3701e-05,-6.9091e-06
0.049068,0.65317,0.53887,-0.0024781,-0.00021395,0.0027591,0.00087544,0.0012844,0.00074447,1.5286e-05,-7.2192e-06
0.049068,0.67156,0.53375,-0.0024768,-0.00030983,0.0028895,0.00088917,0.0013232,0.00076359,1.6493e-05,-8.173e-06
0.049068,0.68954,0.52853,-0.0024525,-0.00040739,0.0030328,0.0008993,0.0013586,0.00078143,1.7013e-05,-9.4669e-06
0.049068,0.70711,0.5232,-0.0024039,-0.00049813,0.0031901,0.00090527,0.0013887,0.00079784,1.6722e-05,-1.055e-05
0.049068,0.72425,0.51773,-0.002331,-0.00057132,0.0033622,0.00090664,0.0014136,0.00081271,1.617e-05,-1.1292e-05
0.049068,0.74095,0.51212,-0.0022381,-0.00062166,0.0035515,0.00090292,0.0014337,0.00082611,1.6289e-05,-1.1708e-05
0.049068,0.75721,0.50632,-0.0021302,-0.00064555,0.0037604,0.00089378,0.0014489,0.00083806,1.7303e-05,-1.163e-05
0.049068,0.77301,0.50028,-0.0020106,-0.0006434,0.0039922,0.00087898,0.0014596,0.00084834,1.9124e-05,-1.0956e-05
0.049068,0.78835,0.49394,-0.0018843,-0.00061973,0.0042513,0.00085801,0.0014667,0.00085684,2.2226e-05,-9.736e-06
0.049068,0.80321,0.48721,-0.0017562,-0.00057647,0.004541,0.00083045,0.0014712,0.00086362,2.6924e-05,-7.9587e-06
0.049068,0.81758,0.48,-0.0016291,-0.00051309,0.0048623,0.00079619,0.0014743,0.00086837,3.3453e-05,-6.024e-06
0.049068,0.83147,0.47217,-0.0015025,-0.00043147,0.0052159,0.00075531,0.0014749,0.00087051,4.2118e-05,-4.42e-06
0.049068,0.84485,0.4636,-0.0013735,-0.00033282,0.0056017,0.00070808,0.0014707,0.00086932,5.234e-05,-3.292e-06
0.049068,0.85773,0.4541,-0.0012405,-0.00021971,0.0060147,0.00065497,0.0014602,0.00086388,6.314e-05,-2.8703e-06
0.049068,0.87009,0.44349,-0.0011052,-0.00010045,0.0064458,0.00059664,0.0014424,0.00085332,7.3934e-05,-3.3442e-06
0.049068,0.88192,0.43155,-0.00097049,1.2128e-05,0.0068815,0.00053409,0.0014157,0.00083638,8.428e-05,-4.5628e-06
0.049068,0.89322,0.41803,-0.00083969,0.00010889,0.0073029,0.00046859,0.0013781,0.0008115,9.3111e-05,-6.2161e-06
0.049068,0.90399,0.40267,-0.00071586,0.00018655,0.0076835,0.00040177,0.0013281,0.00077706,9.8728e-05,-7.9143e-06
0.049068,0.91421,0.38518,-0.00060161,0.00024416,0.0079874,0.00033562,0.0012645,0.00073172,9.9884e-05,-9.2836e-06
0.049068,0.92388,0.36527,-0.00049878,0.00028087,0.0081701,0.00027231,0.0011875,0.00067452,9.6403e-05,-1.0014e-05
0.049068,0.93299,0.3427,-0.00040807,0.00029788,0.0081792,0.00021384,0.0010984,0.00060504,8.8429e-05,-9.9322e-06
0.049068,0.94154,0.31733,-0.00032901,0.00029793,0.0079604,0.00016187,0.00099926,0.00052394,7.6312e-05,-9.0746e-06
0.049068,0.94953,0.28919,-0.0002605,0.00028539,0.0074698,0.00011749,0.00089261,0.00043382,6.1208e-05,-7.6531e-06
0.049068,0.95694,0.25863,-0.00020141,0.00026541,0.0066939,8.1219e-05,0.00078098,0.00033953,4.5291e-05,-5.9336e-06
0.049068,0.96378,0.22627,-0.000151,0.00024263,0.0056686,5.2963e-05,0.00066659,0.00024792,3.1033e-05,-4.185e-06
0.049068,0.97003,0.19307,-0.00010888,0.00021927,0.0044887,3.2161e-05,0.00055146,0.00016649,2.0018e-05,-2.6469e-06
0.049068,0.9757,0.16017,-7.4842e-05,0.00019535,0.0032921,1.7873e-05,0.0004379,0.00010128,1.2443e-05,-1.4781e-06
0.049068,0.98079,0.1287,-4.8552e-05,0.00016978,0.0022185,8.887e-06,0.00032924,5.493e-05,7.5725e-06,-7.1564e-07
0.049068,0.98528,0.099665,-2.9346e-05,0.00014205,0.0013631,3.834e-06,0.00023017,2.6093e-05,4.4777e-06,-2.9387e-07
0.049068,0.98918,0.073772,-1.6226e-05,0.00011275,0.00075521,1.3746e-06,0.00014605,1.0608e-05,2.4882e-06,-9.9039e-08
0.049068,0.99248,0.051485,-7.975e-06,8.349e-05,0.00036919,3.8403e-07,8.1293e-05,3.5592e-06,1.2399e-06,-2.5856e-08
0.049068,0.99518,0.033062,-3.3153e-06,5.6233e-05,0.00015238,7.5279e-08,3.7623e-05,9.2231e-07,5.2213e-07,-4.7302e-09
0.049068,0.99729,0.018641,-1.0609e-06,3.2877e-05,4.8471e-05,8.5386e-09,1.3134e-05,1.6149e-07,1.6856e-07,-5.0473e-10
